time	V(v0)	V(v3)
8.074377632445365e-05	2.843156e-07	-2.221724e-02
8.082660975079294e-05	2.859779e-07	-2.144297e-02
8.098549911470970e-05	2.792127e-07	-1.979683e-02
8.114887959948390e-05	2.598949e-07	-1.784161e-02
8.124653584948390e-05	2.425576e-07	-1.656231e-02
8.134419209948390e-05	2.211589e-07	-1.519585e-02
8.144184834948390e-05	1.960209e-07	-1.374111e-02
8.153950459948391e-05	1.675442e-07	-1.219819e-02
8.163716084948391e-05	1.362004e-07	-1.056777e-02
8.173481709948391e-05	1.025216e-07	-8.851402e-03
8.183247334948392e-05	6.708947e-08	-7.051621e-03
8.193012959948392e-05	3.052291e-08	-5.172175e-03
8.202778584948392e-05	-6.535364e-09	-3.218150e-03
8.207266303803024e-05	-2.366899e-08	-2.301986e-03
8.211754022657655e-05	-4.056239e-08	-1.371902e-03
8.216241741512287e-05	-5.721556e-08	-4.278975e-04
8.220729460366920e-05	-7.362850e-08	5.300278e-04
8.225217179221551e-05	-8.980121e-08	1.501874e-03
8.229704898076183e-05	-1.057337e-07	2.487640e-03
8.234192616930815e-05	-1.214260e-07	3.487328e-03
8.245178945055815e-05	-1.573423e-07	5.934417e-03
8.248535878649565e-05	-1.676653e-07	6.692232e-03
8.251892812243314e-05	-1.776034e-07	7.450491e-03
8.255249745837064e-05	-1.871566e-07	8.209195e-03
8.258606679430813e-05	-1.963249e-07	8.968344e-03
8.261963613024564e-05	-2.051083e-07	9.727937e-03
8.265320546618313e-05	-2.135068e-07	1.048798e-02
8.268677480212063e-05	-2.215205e-07	1.124846e-02
8.278443105212063e-05	-2.420144e-07	1.343833e-02
8.288208730212063e-05	-2.584023e-07	1.559710e-02
8.291970336742360e-05	-2.635813e-07	1.642434e-02
8.295731943272657e-05	-2.680998e-07	1.723777e-02
8.299493549802953e-05	-2.719577e-07	1.803740e-02
8.303255156333248e-05	-2.751550e-07	1.882322e-02
8.307016762863545e-05	-2.776918e-07	1.959524e-02
8.310778369393841e-05	-2.795680e-07	2.035345e-02
8.314539975924138e-05	-2.807837e-07	2.109786e-02
8.323376797003626e-05	-2.810546e-07	2.277147e-02
8.333142422003626e-05	-2.772444e-07	2.451197e-02
8.342908047003626e-05	-2.693209e-07	2.611053e-02
8.352673672003627e-05	-2.575719e-07	2.754565e-02
8.362439297003627e-05	-2.423592e-07	2.879965e-02
8.372204922003627e-05	-2.241107e-07	2.985623e-02
8.381970547003628e-05	-2.033086e-07	3.070078e-02
8.391736172003628e-05	-1.804787e-07	3.132065e-02
8.401501797003628e-05	-1.561773e-07	3.170541e-02
8.411267422003628e-05	-1.309785e-07	3.184703e-02
8.421033047003629e-05	-1.054600e-07	3.174014e-02
8.430798672003629e-05	-8.019031e-08	3.138211e-02
8.440564297003629e-05	-5.571516e-08	3.077313e-02
8.450329922003629e-05	-3.254514e-08	2.991633e-02
8.460095547003630e-05	-1.114407e-08	2.881770e-02
8.469861172003630e-05	8.081371e-09	2.748607e-02
8.479626797003630e-05	2.479065e-08	2.593302e-02
8.489392422003631e-05	3.871665e-08	2.418804e-02
8.504482315165457e-05	5.435086e-08	2.109165e-02
8.513296310532785e-05	6.006967e-08	1.909986e-02
8.523061935532786e-05	6.347602e-08	1.676080e-02
8.532827560532786e-05	6.389973e-08	1.430650e-02
8.542593185532786e-05	6.151868e-08	1.175712e-02
8.552358810532787e-05	5.658466e-08	9.137250e-03
8.562124435532787e-05	4.941622e-08	6.471884e-03
8.571890060532787e-05	4.038999e-08	3.786034e-03
8.577593714140838e-05	3.419560e-08	2.203288e-03
8.583297367748887e-05	2.783978e-08	6.380442e-04
8.589001021356938e-05	2.132255e-08	-9.096956e-04
8.594704674964988e-05	1.464388e-08	-2.439932e-03
8.600408328573039e-05	7.803798e-09	-3.952665e-03
8.606111982181088e-05	8.022890e-10	-5.447894e-03
8.611815635789139e-05	-6.360644e-09	-6.925620e-03
8.618423236409953e-05	-1.424545e-08	-8.584551e-03
8.625030837030768e-05	-2.145660e-08	-1.018326e-02
8.631638437651582e-05	-2.799409e-08	-1.172175e-02
8.638246038272398e-05	-3.385793e-08	-1.320002e-02
8.644853638893213e-05	-3.904812e-08	-1.461806e-02
8.651461239514027e-05	-4.356465e-08	-1.597589e-02
8.658068840134842e-05	-4.740753e-08	-1.727349e-02
8.667834465134842e-05	-5.021780e-08	-1.903926e-02
8.677600090134842e-05	-5.029359e-08	-2.063509e-02
8.687365715134843e-05	-4.745795e-08	-2.206451e-02
8.695167537382489e-05	-4.303205e-08	-2.307362e-02
8.704200948125607e-05	-3.549175e-08	-2.409181e-02
8.712838566472282e-05	-2.589200e-08	-2.492207e-02
8.722604191472283e-05	-1.233517e-08	-2.569159e-02
8.732369816472283e-05	3.895989e-09	-2.629209e-02
8.742135441472283e-05	2.252368e-08	-2.672341e-02
8.751901066472283e-05	4.319851e-08	-2.699178e-02
8.761666691472284e-05	6.550711e-08	-2.710436e-02
8.771432316472284e-05	8.898142e-08	-2.706908e-02
8.781197941472284e-05	1.131093e-07	-2.689428e-02
8.790963566472285e-05	1.373464e-07	-2.658856e-02
8.800729191472285e-05	1.611288e-07	-2.616048e-02
8.814156925847285e-05	1.920402e-07	-2.540893e-02
8.822701847722284e-05	2.100345e-07	-2.481164e-02
8.837350285222284e-05	2.366635e-07	-2.360070e-02
8.847115910222284e-05	2.507726e-07	-2.269711e-02
8.856881535222284e-05	2.614669e-07	-2.171138e-02
8.876412785222285e-05	2.712584e-07	-1.951042e-02
8.894725124347805e-05	2.650737e-07	-1.718972e-02
8.904035635448237e-05	2.560145e-07	-1.591628e-02
8.912569602064871e-05	2.442395e-07	-1.469510e-02
8.922335227064871e-05	2.268145e-07	-1.323454e-02
8.932100852064871e-05	2.053889e-07	-1.171071e-02
8.941866477064872e-05	1.802707e-07	-1.012220e-02
8.951632102064872e-05	1.518479e-07	-8.469918e-03
8.961397727064872e-05	1.205803e-07	-6.755205e-03
8.971163352064872e-05	8.699008e-08	-4.980024e-03
8.980928977064873e-05	5.165079e-08	-3.147155e-03
8.985473916378489e-05	3.465106e-08	-2.279932e-03
8.990018855692104e-05	1.762009e-08	-1.400906e-03
8.994563795005721e-05	5.578848e-10	-5.100765e-04
8.999108734319337e-05	-1.653555e-08	3.925570e-04
9.003653673632954e-05	-3.366022e-08	1.306994e-03
9.008198612946569e-05	-5.081611e-08	2.233236e-03
9.012743552260186e-05	-6.800325e-08	3.171280e-03
9.023729880385186e-05	-1.080686e-07	5.442177e-03
9.027477820448662e-05	-1.213364e-07	6.228261e-03
9.031225760512138e-05	-1.342554e-07	7.015531e-03
9.034973700575615e-05	-1.468255e-07	7.803988e-03
9.038721640639092e-05	-1.590467e-07	8.593631e-03
9.042469580702569e-05	-1.709190e-07	9.384460e-03
9.046217520766045e-05	-1.824424e-07	1.017648e-02
9.049965460829521e-05	-1.936170e-07	1.096968e-02
9.059731085829521e-05	-2.201843e-07	1.301916e-02
9.069496710829522e-05	-2.431591e-07	1.504365e-02
9.079262335829522e-05	-2.621757e-07	1.702737e-02
9.083086910436281e-05	-2.685028e-07	1.780139e-02
9.086911485043041e-05	-2.741420e-07	1.856049e-02
9.090736059649800e-05	-2.790936e-07	1.930467e-02
9.094560634256558e-05	-2.833574e-07	2.003392e-02
9.098385208863318e-05	-2.869335e-07	2.074825e-02
9.102209783470077e-05	-2.898218e-07	2.144766e-02
9.106034358076837e-05	-2.920224e-07	2.213214e-02
9.115799983076837e-05	-2.944378e-07	2.379631e-02
9.125565608076837e-05	-2.923516e-07	2.534823e-02
9.135331233076838e-05	-2.859124e-07	2.675710e-02
9.145096858076838e-05	-2.753552e-07	2.800545e-02
9.154862483076838e-05	-2.609959e-07	2.907670e-02
9.164628108076838e-05	-2.432232e-07	2.995546e-02
9.174393733076839e-05	-2.224893e-07	3.062782e-02
9.184159358076839e-05	-1.992989e-07	3.108168e-02
9.193924983076839e-05	-1.741973e-07	3.130695e-02
9.203690608076840e-05	-1.477576e-07	3.129584e-02
9.213456233076840e-05	-1.205676e-07	3.104303e-02
9.223221858076840e-05	-9.321560e-08	3.054581e-02
9.232987483076840e-05	-6.627745e-08	2.980424e-02
9.242753108076841e-05	-4.030318e-08	2.882120e-02
9.252518733076841e-05	-1.580465e-08	2.760241e-02
9.262284358076841e-05	6.755867e-09	2.615640e-02
9.272049983076842e-05	2.697585e-08	2.449444e-02
9.281815608076842e-05	4.452121e-08	2.263041e-02
9.291581233076842e-05	5.913323e-08	2.059265e-02
9.305415402842281e-05	7.448149e-08	1.740546e-02
9.314813898724851e-05	8.122954e-08	1.507015e-02
9.324579523724851e-05	8.510457e-08	1.253979e-02
9.334345148724851e-05	8.588778e-08	9.919044e-03
9.344110773724851e-05	8.376391e-08	7.231621e-03
9.353876398724852e-05	7.899150e-08	4.502986e-03
9.359244222734338e-05	7.523710e-08	2.986400e-03
9.364612046743825e-05	7.099784e-08	1.478098e-03
9.369979870753311e-05	6.627372e-08	-2.191906e-05
9.375347694762798e-05	6.106474e-08	-1.513652e-03
9.380715518772284e-05	5.537090e-08	-2.997100e-03
9.386083342781771e-05	4.919220e-08	-4.472264e-03
9.391451166791257e-05	4.252864e-08	-5.939143e-03
9.398675930933975e-05	3.339994e-08	-7.863281e-03
9.405900695076692e-05	2.452786e-08	-9.718039e-03
9.413125459219410e-05	1.591238e-08	-1.150342e-02
9.420350223362129e-05	7.553520e-09	-1.321942e-02
9.427574987504846e-05	-5.487313e-10	-1.486604e-02
9.434799751647564e-05	-8.394371e-09	-1.644328e-02
9.442024515790282e-05	-1.598340e-08	-1.795115e-02
9.451790140790282e-05	-2.362269e-08	-1.981642e-02
9.461555765790282e-05	-2.910254e-08	-2.150257e-02
9.471321390790282e-05	-3.212194e-08	-2.300145e-02
9.481087015790283e-05	-3.244863e-08	-2.430739e-02
9.490852640790283e-05	-2.992553e-08	-2.543415e-02
9.497241102536732e-05	-2.669267e-08	-2.605996e-02
9.504974026394121e-05	-2.109882e-08	-2.668568e-02
9.514096120572783e-05	-1.217006e-08	-2.727024e-02
9.523861745572784e-05	7.253757e-11	-2.771831e-02
9.533627370572784e-05	1.489342e-08	-2.798400e-02
9.543392995572784e-05	3.201593e-08	-2.807122e-02
9.553158620572784e-05	5.109298e-08	-2.798832e-02
9.562924245572785e-05	7.171491e-08	-2.774464e-02
9.572689870572785e-05	9.341885e-08	-2.735022e-02
9.582455495572785e-05	1.156995e-07	-2.681557e-02
9.592221120572785e-05	1.380209e-07	-2.615139e-02
9.601986745572786e-05	1.598291e-07	-2.536835e-02
9.615414479947786e-05	1.879524e-07	-2.413639e-02
9.630062917447785e-05	2.146585e-07	-2.254605e-02
9.639828542447786e-05	2.293355e-07	-2.139605e-02
9.649594167447786e-05	2.409759e-07	-2.017228e-02
9.669125417447787e-05	2.536295e-07	-1.753015e-02
9.688656667447787e-05	2.503043e-07	-1.466729e-02
9.704380264030687e-05	2.352826e-07	-1.221689e-02
9.713130294057532e-05	2.221700e-07	-1.080267e-02
9.722895919057533e-05	2.036711e-07	-9.184179e-03
9.732661544057533e-05	1.813227e-07	-7.525939e-03
9.742427169057533e-05	1.554420e-07	-5.828321e-03
9.752192794057534e-05	1.264247e-07	-4.092904e-03
9.765620528432533e-05	8.227183e-08	-1.656174e-03
9.770481542662444e-05	6.523300e-08	-7.541432e-04
9.775342556892354e-05	4.793939e-08	1.546778e-04
9.780203571122264e-05	3.039101e-08	1.070289e-03
9.785064585352175e-05	1.258784e-08	1.992691e-03
9.789925599582086e-05	-5.470099e-09	2.921884e-03
9.794786613811996e-05	-2.378282e-08	3.857867e-03
9.799647628041906e-05	-4.235032e-08	4.800641e-03
9.803925538546928e-05	-5.846393e-08	5.630698e-03
9.808203449051950e-05	-7.435424e-08	6.462405e-03
9.812481359556972e-05	-9.002124e-08	7.295762e-03
9.816759270061996e-05	-1.054649e-07	8.130769e-03
9.821037180567018e-05	-1.206853e-07	8.967427e-03
9.825315091072040e-05	-1.356824e-07	9.805734e-03
9.829593001577062e-05	-1.504561e-07	1.064569e-02
9.839358626577062e-05	-1.821531e-07	1.254745e-02
9.849124251577062e-05	-2.111210e-07	1.442982e-02
9.858889876577063e-05	-2.368548e-07	1.628064e-02
9.868655501577063e-05	-2.589152e-07	1.808662e-02
9.872620743145492e-05	-2.667774e-07	1.881515e-02
9.876585984713922e-05	-2.739125e-07	1.952819e-02
9.880551226282351e-05	-2.803205e-07	2.022573e-02
9.884516467850779e-05	-2.860013e-07	2.090778e-02
9.888481709419208e-05	-2.909550e-07	2.157433e-02
9.892446950987637e-05	-2.951816e-07	2.222538e-02
9.896412192556067e-05	-2.986810e-07	2.286094e-02
9.904665285330439e-05	-3.034629e-07	2.412263e-02
9.913593947626522e-05	-3.049074e-07	2.539715e-02
9.923359572626522e-05	-3.020977e-07	2.666473e-02
9.933125197626523e-05	-2.948389e-07	2.778579e-02
9.942890822626523e-05	-2.833580e-07	2.874200e-02
9.952656447626523e-05	-2.679643e-07	2.951857e-02
9.962422072626523e-05	-2.490426e-07	3.010187e-02
9.972187697626524e-05	-2.270431e-07	3.047977e-02
9.981953322626524e-05	-2.024713e-07	3.064180e-02
9.991718947626524e-05	-1.758761e-07	3.058839e-02
9.999999999999999e-05	-1.521690e-07	3.040499e-02
